article_id,title,lead,event_id,tags
01600501.20160216193123063,"""부동산 매매세금 줄여줄게"" 보이스피싱 급증","생활정보지광고 표적
국제전화사기단 추정
생활정보지에 부동산 매도 광고를 낸 시민들이 전화금융사기로 일컬어지는 \'보이스피싱\'에 낚이는 피해사례가 잇따르고 있어 시민들의 주의가 요구된다. 
15일 광주지역 한 경찰서에 따르면 지난해 말부터 올초까지 주춤했던 전화사기 피해가 초여름부터 급증, 한 달 평균 10여 건이 접수돼고 있다는 것.
이 가운데 생활정..",blackevent_033,"[""특정 매체를 통한 표적화된 접근"", ""취약계층의 심리적 약점 악용"", ""경제적 유인을 미끼로 한 기만"", ""국경을 넘나드는 조직적 범죄"", ""계절적 변동성을 보이는 발생 패턴""]"
01101101.20080131100000037,"민노당 심상정 ""운동권 대기업 노동자黨 이미지 親北과 함께 벗어던지겠다""","민주노동당 심상정 비상대책위원장은 31일 ""편향적 친북당이라는 이미지와 단절하고 책임과 능력을 갖춘 평화정당, 88만원 세대의 젊은 정당, 비정규직 노동자의 당으로 거듭나겠다""고 밝혔다.
심 위원장은 국회 본회의 비교섭단체 대표 연설에서 ""운동권 출신들의 정당, 대기업 노동자들의 당, 친북당 등 그동안 제기된 국민들의 질책을 겸허하게 받아들이겠다""며 이..",blackevent_024,"[""정당의 자기반성적 이미지 쇄신 시도"", ""기존 지지층과의 거리두기를 통한 정체성 재구성"", ""부정적 프레임에 대한 공개적 인정과 극복 의지"", ""새로운 타겟층을 향한 정치적 포지셔닝 전환"", ""과거 정치적 자산의 전략적 포기""]"
02100851.20081120190146001,[홍콩증시] 하락출발... 항셍지수 5.26% ↓,20일 홍콩증시가 하락세로 출발했다. 오전 11시 현재 항셍지수는 5.26% 하락한 12122.24을 기록하고 있다. 유희석 기자 xixilife@hotmail.com< '아주경제' (ajnews.co.kr) 무단전재 배포금지>,blackevent_035,"[""급격한 하락폭을 보이는 변동성"", ""단일 시점의 순간적 현상"", ""지속적 모니터링이 필요한 진행형 상황"", ""수치로 정량화되는 객관적 측정"", ""시장 전체의 집합적 반응""]"
01100901.20071013163300003,"노 대통령 ""NLL 영토선 아니다"" 파장  한발 물러선 청와대","노무현 대통령은 12일 오전 청와대에서 열린 범 정부 차원의 '2007 남북정상선언 이행 종합대책회의'를 주재했다. 그러나 전날 했던 서해 북방한계선(NLL) 발언과 관련해 추가 발언을 하지 않았다.

 헌법과 영토의 수호자로서 대한민국의 '관습 경계선'을 부정해 큰 파장을 일으킨 노 대통령이었기에 의외였다.

 노 대통령은 ""1992년에 만든 남북 간..",blackevent_016,"[""대통령 발언의 정치적 파장과 후퇴"", ""헌법적 가치와 현실 정치 간의 충돌"", ""권력 중심부의 입장 변화와 수습 시도"", ""국가 정체성을 둘러싼 논란의 확산"", ""발언 주체의 침묵을 통한 갈등 회피""]"
01100701.20090911100001975,정운찬 병역면제 논란/총리실 “문제될 것 전혀 없다” 해명,정운찬 총리 후보자의 국회 인사청문회를 준비 중인 총리실은 정 후보자의 군소집 면제와 관련해 법적으로 전혀 문제될 게 없다는 입장을 보이고 있다.‘청문회 TF팀’에 관여하고 있는 총리실 관계자는 10일 기자와 통화에서 “정 총리 후보자에 대한 군경력 관련 1차 자료를 분석한 결과 특별한 문제점이 없는 것으로 안다”면서 “현재 법률팀이 (후보자의) 군경력..,blackevent_050,"[""논란 발생 후 공식 해명"", ""정부 기관의 자체 검증"", ""법적 근거를 통한 정당성 확보"", ""인사청문회 준비 과정의 일환"", ""예방적 대응 체계""]"
02100101.20160120145545002,"경제 한파 ""일자리 없나요?""","【 앵커멘트 】
경제 위기 속에 취업 준비생들의 취업문 뚫기는 갈수록 어려워지고 있습니다.
직장인들도 경제 한파 속에 떨고 있기는 마찬가지입니다. 
이권열 기자가 취재했습니다. 


【 기자 】
금융권 취업을 준비 중인 올해 34살의 윤중현 씨는 오전 일찍 취업 박람회장을 찾았습니다. 

-""은행 쪽 경력이 있고요."" 

국제적인 금융 위기 이후 금융권..",blackevent_034,"[""경제적 외부 충격의 개인 전이"", ""구조적 불안정성의 확산"", ""노동시장 진입 장벽의 상승"", ""기존 경력자도 포함하는 광범위한 영향"", ""개인 차원의 대응 노력과 한계""]"
01500151.20090317191219001,■ 돌봄학교 운영하는 창녕 계창초등학교,창녕군 계성면 계성리에 있는 계창초등학교(교장 오석출) 운동장에 서면 멀리 화왕산 자락 높이 솟은 두 산봉우리가 눈에 들어온다. 고즈넉한 시골에 작은 교정을 가진 계창초는 학년마다 1반이 전부. 전교생 60명. 다른 시골학교들이 모두 그렇듯이 주변의 초등학교들은 모두 갈수록 줄어드는 학생 수 때문에 걱정이 이만저만 아니다. 그런 면에서 따지고 보면 계창..,blackevent_041,"[""지역적 고립성과 소규모성"", ""인구 감소로 인한 구조적 위기"", ""교육 인프라의 지속가능성 문제"", ""농촌 공동체의 변화 압력"", ""소외 지역의 적응적 대응""]"
01400201.2009121410002982336,"홍석우, 최고경영자 연찬회 참석",홍석우 중소기업청장은 14일 서울 여의도 63빌딩에서 개최되는 중소기업 최고경영자 연찬회에 참석한다.,blackevent_053,"[""공식적 업무 수행"", ""정기적 행정 활동"", ""기관장의 대외 참여"", ""정책 소통의 장"", ""예정된 공개 일정""]"
02100101.20160120052231864,"금리, 금통위 앞두고 나흘째 하락","채권금리가 다음달 금융통화위원회의 정책 금리 인하 기대감 속에 나흘째 하락했습니다.
지표물인 5년 만기 국고채 금리가 전날보다 0.02% 포인트 하락한 연 4.96%로 마감했고, 3년 만기 국고채 금리와 10년 만기 국고채 금리도 각각 0.03% 포인트와 0.01% 포인트 하락했습니다.
채권시장 관계자는 경기 지표가 악화된 것이 금리 인하 기대감을 높였..",blackevent_027,"[""연속적 하락 추세"", ""정책 기대감에 의한 시장 반응"", ""만기별 차등적 변동폭"", ""경기 지표와 금융정책 간 연동성""]"
01400351.2009112710002899673,태안 정부보급종 콩 수매,"[대전=중도일보] 태안군에서 정부 보급종 콩 수매가 실시됐다.

 태안군에 따르면 지난 25일부터 사흘간 국립종자원, 태안군 농업기술센터가 합동으로 정부 보급종 콩 수매가 태안읍과 원북면에서 각각 실시되고 있다. 

 군내 650ha의 면적에서 6쪽마늘의 후작으로 콩을 재배하고 있는데, 정부 보급종은 군내 6개, 128ha 채종단지서 220t 가량 생산..",blackevent_053,"[""정부기관 간 협력적 수행"", ""지역 농업의 체계적 관리"", ""계획된 시기와 장소에서의 집중 실시"", ""후작 재배를 통한 토지 효율성 추구"", ""종자 품질 관리를 위한 제도적 개입""]"
01101001.2009080710002391748,8월 8일 인사,"⊙ 문화체육관광부 <과장급 전보> △홍보지원국 홍보콘텐츠기획관실 뉴미디어홍보과장 김상욱
⊙ 한국언론재단 <승진> ◇국장 △기획조정실장 장철진 △광고사업본부장 권영배 △교육운영˝ 박기옥 ◇부장 △광고사업본부 영업1팀장 최지훈 △교육2˝ 이종경 △미디어진흥˝ 백민수 △정보사업˝ 허영 <전보> △경영지원팀장 이동우 △지역신문지원˝ 이대봉 △대전사무소장 최광범..",blackevent_049,"[""정기적 조직 재편성"", ""수직적 위계 이동"", ""부서 간 수평적 배치 전환"", ""다층적 인사 변동"", ""동시다발적 직책 조정""]"
01500501.20071212131242018,'밀린 임금 달라'난동 근로자 집유,"울산지법 제1형사단독 최재혁 부장판사는 11일 밀린 임금을 받아내려 원청업체 임직원을 감금, 폭행하고 회사 기물을 마구 부순 혐의(폭력 등)로 구속 기소된 황모(25) 씨에 대해 징역 10월에 집행유예 2년을 선고했다.최판사는 판결문에서 ""피고인이 다니던 회사 사장이 근로자 임금 3억 원 가량을 지급하지 않고 도피하 자원청업체로 찾아가 부사장과 상무,과..",blackevent_020,"[""개인적 절망이 폭력으로 전환"", ""제도적 해결책의 부재"", ""경제적 약자의 극단적 대응"", ""법적 처벌과 사회적 동정의 충돌"", ""구조적 불공정에 대한 개별적 저항""]"
02100501.20160207015949576,LG화학 사회봉사단 출범,LG화학은 23일 김반석 부회장을 단장으로 본사 임직원 240여명으로 구성된 사회봉사단을 출범했다. 사회봉사단원들이 서울 신길동 영등포 종합사회복지관 내 공부방 벽면에 벽화를 그리는 봉사를 하고 있다.,blackevent_031,"[""기업의 조직적 사회참여 활동"", ""고위 경영진 주도의 체계적 구성"", ""대규모 집단 봉사 형태"", ""지역사회 교육시설 지원"", ""물리적 환경개선 중심의 실천""]"
02100351.20070119091138003,베트남 주가지수 1000돌파,"[이투데이] 임송학 기자 (anystock@e-today.co.kr)

19일 베트남 호치민 주식시장은 외국인의 사자세가 강하게 들어오면서 종가기준으로는 지난 2000년 개장이후 처음으로 1000포인트를 돌파하여 마감했다. 

베트남 대표지수인 VN지수는 1023.05로 전일 대비 39.96포인트(4.06%) 상승하는 급등세를 보였는데 가격 제한폭이 1..",blackevent_011,"[""역사적 기록 달성"", ""외부 자본 유입에 의한 급격한 변화"", ""수치적 임계점 돌파"", ""단기간 내 급상승 현상"", ""시장 심리 전환의 가시적 표출""]"
01300101.20060622001505001,본사 손님,△조기송씨(강원랜드 사장)△김학기씨(동해시장 당선자)△전창범씨(양구군수 당선자)△이기찬씨(양구 도의원 당선자) △조영기씨( ),blackevent_009,"[""권력 집중적 만남"", ""지역 정치권 네트워킹"", ""당선자들의 예방 행렬"", ""위계적 관계 형성"", ""공식적 인사 순서""]"
04101008.20160309085525662,"TU미디어, 신용등급 BBB+로 상향","[이데일리 이학선기자] 위성 DMB 사업자인 TU미디어 신용등급이 상향조정됐다.

한국신용평가는 15일 TU미디어의 장기 신용등급을 기존 BBB에서 BBB+로 상향조정한다고 밝혔다. 한신평은 TU미디어의 단기신용등급도 A3에서 A3+로 올렸다.

한신평은 TU미디어는 SK텔레콤(017670)과 전략적 제휴를 통해 요금구조를 개편함에 따라 가입자수가 양호..",blackevent_047,"[""신용도 개선을 통한 기업 가치 상승"", ""전략적 파트너십의 긍정적 파급효과"", ""외부 평가기관의 객관적 등급 조정"", ""사업 구조 개편에 따른 성과 가시화"", ""시장 신뢰도 회복의 공식적 인정""]"
02100101.20160121125703598,"괴산군, 속리산 국립공원 해제 요청","충북 괴산군이 청천면과 칠성면 등 300여 만㎡를 속리산 국립공원에서 해제해달라고 국립공원 관리사무소에 요청했습니다.
군은 재산권 행사에 어려움을 겪는다는 주민들의 의견을 수렴해 관리사무소와의 구역조정 협의회에서 이같이 밝혔습니다.
관리사무소 측은 해제 면적만큼 주변지역을 편입해 전체 면적은 유지하겠다는 입장입니다.
속리산 국립공원 구역조정은 10년에 ..",blackevent_052,"[""중앙정부 정책과 지역 이해관계의 충돌"", ""공익과 사익 간의 조정 과정"", ""행정구역 경계 재설정을 통한 타협"", ""장기적 주기성을 가진 제도적 협의"", ""다층적 이해관계자 간의 협상 구조""]"
01400701.20160202191406661,가족선물 저렴한 쇼핑 ... 선물 덤까지 '대박',"대형 백화점 등을 포함한 유통업계가 '가정의 달'을 맞아 각종 할인 행사 및 기획전을 마련, 고객들의 손길을 유혹하고 있다. 사흘 앞으로 다가온 어린이 날을 앞두고 대전지역 백화점들은 아동복 특별전, 동요제 등 다양한 행사를 갖는다.
롯데백화점 대전점은 오는 6일까지 8층 샤롯데 행사장에서 '어린이날 아동복 큰잔치'를 열고 블루독, 캔키즈, 꼬즈꼬즈 등..",blackevent_027,"[""계절적 마케팅 전략의 집중화"", ""소비자 유인을 위한 경쟁적 할인 구조"", ""특정 타겟층 대상의 맞춤형 상품 기획"", ""지역 유통업체들의 동시다발적 행사 진행""]"
01400401.20080908175839004,버섯따러간 60대 사망,제목:버섯따러간 60대 사망  지난 6일 저녁 5시55분께 충북 제천시 청풍면 금수산 정상 부근에서 정모(65)씨가 숨진 채 발견됐다. 정씨와 동행했던 김모(63)씨는 경찰조사에서 “함께 버섯을 따러 산에 올라가던 정씨가 낮 12시께 갑자기 쓰러졌으나 휴대전화가 되지않아 산 밑에 내려와 전화한 뒤 119구조대와 함께 5시간여 동안 수색끝에 정씨를 발견..,blackevent_032,"[""일상적 활동 중 발생한 돌발상황"", ""원격지에서의 응급상황 대응 지연"", ""통신두절로 인한 구조요청 시간차"", ""동행자 증언에 의존한 사건 재구성"", ""장시간 수색을 통한 사후 발견""]"
04101008.20160311200529763,"증협, `채권시장 동향` 책자 창간",[이데일리 이승우기자] 한국증권업협회가 채권시장의 자료를 담은 `채권시장 동향(ksda bond review)`을 창간했다. 11일 증권업협회는 2005년도 채권시장에 대한 종합적인 자료를 담은 `ksda bond review`를 한국증권업협회 채권전용 홈페이지(www.ksdabond.or.kr)에 발표했다. 아울러 앞으로도 매월 채권시장 동향을 정기적..,blackevent_001,"[""정보 체계화 및 공개"", ""정기 발행물 신규 창간"", ""시장 데이터의 종합적 집약"", ""디지털 플랫폼 활용 배포"", ""지속적 모니터링 체계 구축""]"
01700101.20071113175545001,비상품감귤 유통 '비양심' 계속,"비상품감귤 유통 ‘비양심’ 계속 8~10일 전국단속서 상인 8●농감협 2●법인 2곳 올들어 적발 지난해 갑절인 109건 이미지 훼손 전국대도시 도매시장에 비상품감귤이 계속 유통되면서 4년연속 감귤 제값받기 노력에 찬물을 끼얹고 있다. 제주특별자치도는 지난 8 10일 3일간 전국 대도시 도매시장을 비롯, 구리, 남양주, 울산 등 취약지역 비상품감귤 유통을..",blackevent_019,"[""지속적 반복 발생"", ""규모의 확산성"", ""품질 기준 위반"", ""경제적 피해 연쇄"", ""단속과 회피의 순환""]"
01600501.20160216204731933,전남서남부 제조업 '맑음',"한은 목포본부 실물경제 전망
건설투자 소비심리 위축 흐림
공공건설 경기부양 발주 확대
올해 전남서남부지역 경제는 조선업을 중심으로 제조업은 증가세를 지속할 것으로 보이나 건설투자 및 소비는 부진할 것으로 전망됐다.
9일 한국은행 목포본부는 2009년 중 전남서남부지역 실물경제 전망에서 제조업 생산은 내수부진과 세계경기 침체지속에도 불구하고 조선업을 중심..",blackevent_039,"[""업종별 경기 전망의 차별화"", ""지역경제의 부분적 회복력"", ""외부 충격 속 특정 산업의 상대적 안정성"", ""소비와 투자 부문의 동반 위축"", ""공공부문 개입을 통한 경기 부양 시도""]"
02100601.20160121181521599,"미래에셋證, 年 18.5% 수익 ELS 2종","미래에셋증권은 오는 21일까지 최고 연 18.5% 수익을 추구하는 주가연계증권(E
LS) 2종을 판매한다 
기초자산은 삼성전자 홍콩H지수와 코스피200지수 홍콩H지수로,만기는 각각 1
년과,2년이다 공모 규모는 150억원씩이며 최소청약 금액은 100만원이다 
1577-9300
ⓒ 한국경제신문, 무단 전재 및 재배포 금지",blackevent_031,"[""금융상품의 시간 제한적 판매"", ""높은 수익률을 내세운 투자 유인"", ""국제 지수 연계 구조화 상품"", ""대중 접근 가능한 최소 투자 규모"", ""정해진 만기와 수익률 조건부 약속""]"
02100101.20160119145748360,적립식에 월평균 10만8천원 불입,"국내 적립식펀드 투자자들은 한 달에 얼마를 펀드에 붓고 있을까.
24일 자산운용협회 최근 통계에 따르면 작년 11월 말 현재 국내 적립식펀드 계좌는 총 740만6475개, 계좌당 월평균 적립액은 10만8000원으로 나타났다.
연인원 740만여 명이 월 11만원 가까운 돈을 적립식펀드에 투자하고 있는 셈이다.
적립식펀드 총 판매액은 27조7240억원으로 ..",blackevent_011,"[""대규모 집합적 투자 행동"", ""정기적 소액 분산 투입"", ""개인 단위의 균질한 참여 패턴"", ""장기 축적형 자산 형성"", ""통계적 집계를 통한 현상 파악""]"
02100201.20160226013921651,"'만신창이' 씨티, 아직도 갈길 멀다","서브프라임 모기지 사태로 인한 신용경색에 가장 큰 피해를 입은 월가의 금융기관으로 단연 씨티그룹이 꼽힌다. 천문학적인 자산상각과 더불어 찰스 프린스 최고경영자(CEO)를 해임하는 고강도의 처방을 내린 씨티그룹, 시장의 평가는 그러나 '아직 멀었다'는 쪽이다. 급기야 골드만삭스가 19일(현지시간) 씨티에 대한 투자의견을 '매도'로 하향조정했다. 윌리엄 타..",blackevent_019,"[""연쇄적 파급효과"", ""불가역적 손실 확산"", ""구조적 신뢰도 붕괴"", ""시장 평가의 지속적 악화"", ""회복 불확실성의 장기화""]"
10100101.20090218165951001,"[재방송의 비밀] ""재방, 삼방 왜?"" 편성에 관한 4가지 궁금증",[스포츠서울닷컴 | 나지연기자] 케이블 채널이 승승장구하고 있다. 시청률 1%가 넘는 흥행 프로그램이 봇물처럼 쏟아지고 있다. 특히 드라마 예능 채널의 활약이 눈부시다. 이렇듯 케이블 채널의 인기가 상승하면서 지상파와는 다른 그들만의 편성법이 눈길을 끌고 있다.  그중 드라마 예능 채널의 대표적인 편성 법칙은 방영했던 외국 드라마를 또 다시 내보낸다던..,blackevent_040,"[""케이블 채널의 급속한 성장세"", ""지상파 대비 차별화된 편성 전략"", ""반복 방영을 통한 콘텐츠 활용 극대화"", ""시청률 1% 돌파라는 새로운 성과 기준"", ""드라마·예능 장르의 집중적 특화""]"
07100501.20090622051710001,"중화 드라마 채널 ‘칭’, HD 방송 시작","HCN미디어(대표 김성일)의 중화권 드라마 전문채널 ‘칭(CHING)’이 고선명(HD) 방송을 시작한다고 22일 밝혔다.

이달부터 청나라 청백리의 일대기를 그린 ‘충신 유통훈’(원제:천하량창), 중국 4대 기서 가운데 하나인 ‘봉신방’을 원작으로 삼아 제작한 무협드라마 ‘봉신방-봉명기산’을 내보낸다. 다음달에는 ‘원표의 영춘권’과 ‘임심여의 여자의 일..",blackevent_047,"[""기술적 업그레이드를 통한 서비스 품질 향상"", ""전문 채널의 차별화된 콘텐츠 확보"", ""문화적 장벽을 넘나드는 콘텐츠 유통"", ""고전 원작의 현대적 재해석과 활용"", ""시청각 매체의 기술적 진화 과정""]"
01100401.20070129064022016,삼성전자 美 TV시장 평정 소니 제치고 1위,"삼성전자가 지난해 미국 시장에서 디지털 TV와 액정표시장치(LCD) TV 부문 등에서 판매량 1위를 차지한 것으로 나타났다. 
 삼성전자가 이처럼 미국 TV시장을 평정한 것은 1978년 미국에 TV 수출을 시작한 이후 29년 만이다. 
 28일 미국 가전 시장조사기관인 NPD에 따르면 지난해 미국 시장에서 디지털 TV 판매량 기준으로 삼성전자가 20.0..",blackevent_011,"[""시장 지위의 역전"", ""장기간에 걸친 성과 달성"", ""기업 간 경쟁 구도 변화"", ""해외 시장에서의 성공적 진출""]"
02100501.20160207060737886,송도에 내년 아파트 오피스텔 4천가구 공급,"【인천=조석장기자】인천경제자유구역 송도국제도시에서 내년에 4000가구 이상의 아파트와 오피스텔이 공급될 전망이다.29일 인천경제자유구역청에 따르면 송도국제업무단지 개발사업을 추진 중인 송도국제도시개발유한회사(NSIC)는 최근 인천경제청에 총 4665가구 규모의 아파트 오피스텔 건축심의를 신청했다.아파트의 경우 송도동 17-3 562가구, 송도동 18-6..",blackevent_034,"[""대규모 주거공급 계획"", ""관공서 승인절차 진행"", ""민간개발사업자 주도"", ""특정지역 집중개발"", ""단기간 물량공급 예정""]"
